template_id,ans_id,qid,question_text,student_answer,semantic_score,logic_score,actual_word_count,total_word_count,length_compliance_score,max_marks,human_score
T005,ans_T005_15,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?","?  This question refers to the Naive Bayes algorithm.  1. Why it is ""Naive"":  o The algorithm is considered ""Naive"" because",0.6907,0.0089,21,180,0.1235,8.0,1.5
T005,ans_T005_15,A-4,"Q4.Despite its name, what kind of problem does Logistic Regression solve, and what function does it use to map its output to a probability?","?  Logistic Regression is a fundamental statistical model used for Classification problems, despite  having the term ""regression"" in its name.  1. Problem Solved (Classification):  o Logistic Regression solves binary classification problems (predicting one of two  outcomes, e.g., Yes/No, 0/1, True/False). It can also be extended to solve  multi-class problems.  o Unlike linear regression, which predicts a continuous numerical value, Logistic  Regression predicts the probability that a given input belongs to a particular  class.  2. Function Used (The Sigmoid Function):  o The model achieves this by passing the result of a linear equation (the weighted  sum of inputs) through a Sigmoid (or Logistic) function.  o The Sigmoid function takes any real number input and squashes it into a value  strictly between 0 and 1. This output is directly interpreted as a probability.  o The S-shaped curve of the Sigmoid function ensures that the prediction is  bounded (a probability cannot be less than 0 or greater than 1), making it  suitable for classification tasks.  B] Attempt any 4 (2 marks each)",0.8442,0.3066,169,180,0.9941,8.0,5.5
T005,ans_T005_15,A-5,"Q5.Provide three examples of hyperparameters that must be tuned before training, rather than learned during training.",SKIPPED/NOT_FOUND,0.0,0.0,1,180,0.0059,8.0,0.0
T005,ans_T005_15,B-1,1. Identify and explain five business applications of machine learning.,"1. Credit Scoring/Fraud Detection: Analyzing transaction patterns, user behavior, and  application data to predict the probability of a fraudulent transaction or a loan  default.  2. Recommendation Systems: Predicting user preferences (based on past behavior and  similar users) to suggest products (e.g., Amazon, Netflix).  3. Customer Churn Prediction: Identifying customers who are likely to discontinue service,  allowing the business to proactively intervene with retention strategies.  4. Sentiment Analysis: Processing large volumes of text (social media, reviews, support  tickets) to determine the overall public mood or opinion towards a product or service.  5. Predictive Maintenance: Forecasting when machinery or equipment is likely to fail,  enabling maintenance teams to intervene before a costly breakdown occurs.",0.7185,0.1186,112,70,1.0,2.0,0.5
T005,ans_T005_15,B-2,"2. What are training, validation, and test sets? Why are they used?",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_15,B-3,3. Explain the concept of Cross-Validation and its importance.,SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_15,B-4,"4. What is a confusion matrix? Define and explain Precision, Recall, and F1-score.","A Confusion Matrix is a table used to describe the performance of a classification model on  a set of test data for which the true values are known. It breaks down predictions into  four categories: True Positives, True Negatives, False Positives, and False Negatives.   Precision: Out of all instances the model predicted as positive, how many were actually  positive?  o Focus: Measures the model's accuracy in positive predictions (minimizing False  Positives).   Recall (Sensitivity): Out of all instances that were actually positive, how many did  the model correctly identify?  o Focus: Measures the model's ability to find all positive cases (minimizing False  Negatives).   F1-Score: The harmonic mean of Precision and Recall.  o Focus: Provides a single metric that balances both Precision and Recall, especially  useful for models trained on imbalanced datasets.",0.8427,0.9873,133,70,1.0,2.0,2.0
T005,ans_T005_15,B-5,"5. What are feature scaling techniques, and when should you use them?",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_16,A-1,Q1 .What is the core difference between traditional programming and machine learning?,?  The main difference it is about how the computer learns. It is two different  ways of telling the computer what to do the job.  Thing Traditional Programming  Input We give the code rules and the input  data.  Output The computer gives the result (the  answer).  Logic The logic is fixed by the human code.  It is always the same.  Goal  Machine Learning  We give the data and the correct  answers (labels).  The computer gives the code rules  (the model).  The logic is learned from the data  patterns. It can change.  Follow the exact steps we told it. Get better at predicting new  things.  Export to Sheets  ML is smarter because it finds the rules itself. Old programming is when the  human programmer must write every rule for every situation.,0.4973,0.1447,130,180,0.7647,8.0,2.5
T005,ans_T005_16,A-2,Q2.Explain the concept of Entropy and Information Gain in the context of building a Decision Tree.,"Entropy and Information Gain they are used to decide the splits when the tree  is growing.  1. Entropy is the measure of disorder or the messiness in a node's data.  o If a group is mixed (50/50), the entropy is high. This is maximum  disorder.  o If a group is clean (all the same class), the entropy is low (zero).  o The tree always wants to move towards low entropy.  2. Information Gain is how much disorder you get rid of after you make a  split.  o It is calculated by subtracting the new, low entropy from the old,  high entropy.  o The tree always selects the split that gives the biggest Information  Gain, so it makes the best split first.",0.7441,0.1934,121,180,0.7118,8.0,4.0
T005,ans_T005_16,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?",SKIPPED/NOT_FOUND,0.0,0.0,1,180,0.0059,8.0,0.0
T005,ans_T005_16,A-4,"Q4.Despite its name, what kind of problem does Logistic Regression solve, and what function does it use to map its output to a probability?","?  Logistic Regression it is not for regression. It is a classification model.  1. Problem Solved:  o It is for binary classification (predicting a YES or a NO, a 0 or a  1).  o It finds the best straight line that separates the two classes on the  graph.  2. Mapping Function (The Sigmoid Function):  o It uses the Sigmoid Function to get the probability.  o The Sigmoid takes the line's output (which can be any number) and  turns it into a number between zero and one.  o This zero-to-one number it is the probability that the data point  belongs to the positive class.",0.6913,0.0236,103,180,0.6059,8.0,2.5
T005,ans_T005_16,A-5,"Q5.Provide three examples of hyperparameters that must be tuned before training, rather than learned during training.","Hyperparameters they are the settings that we must set. The model cannot  learn them from the data itself.  1. Number of Neighbors (K in K-Nearest Neighbors):  o You must choose how many nearby points the model should look at  for voting the answer.  2. Learning Rate (in Gradient Descent):  o This is the speed at which the model updates its weights. Too fast  is bad, too slow is also bad.  3. Regularization Strength (C or Alpha):  o This controls the penalty for making the model too complex  (overfitting). It balances the bias and variance.  B] Attempt any 4 (2 marks each)",0.7573,0.0154,101,180,0.5941,8.0,2.5
T005,ans_T005_16,B-1,1. Identify and explain five business applications of machine learning.,1. Spam Filter: It reads your emails and decides if it is junk or real mail.  2. Customer Grouping (Segmentation): It finds different types of customers  for better marketing ads.  3. Loan Approval: It looks at the person's history and predicts if they will  pay back the money.  4. Product Recommendation: It guesses what products you want to buy next  on the website.  5. Quality Check: It looks at pictures of manufactured items to see if they  are broken or perfect.,0.5336,0.0004,81,70,1.0,2.0,0.5
T005,ans_T005_16,B-2,"2. What are training, validation, and test sets? Why are they used?",?  They are the three separate parts the data is split into.   Training Set: The model sees this and adjusts its internal weights.   Validation Set: The model uses this to tune the hyperparameters and  check for overfitting.   Test Set: The model sees this only once for the final true score.  They are used to make sure the model is not cheating by seeing the test data  during the learning process.,0.7357,0.5931,73,70,1.0,2.0,1.5
T005,ans_T005_16,B-3,3. Explain the concept of Cross-Validation and its importance.,"Cross-Validation (CV) it is a good technique to test the model score by running  the test many times on different parts of the data.   In K-Fold CV, the data is cut into K equal parts.   The score is the average of all K tests.  Importance: It is important because it makes the score more reliable and less  dependent on how you first split the data.",0.7054,0.8794,67,70,0.9571,2.0,1.5
T005,ans_T005_16,B-4,"4. What is a confusion matrix? Define and explain Precision, Recall, and F1-score.",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_16,B-5,"5. What are feature scaling techniques, and when should you use them?",?  Feature Scaling it is making all the input numbers have the same size or range.  Techniques:  1. Normalization: Makes numbers go from 0 to 1.  2. Standardization: Makes numbers have zero mean and one standard  deviation.  When to Use: You must use scaling for models that use distance (like KNN  and SVM) because big features will make the distance wrong. Also for Gradient  Descent models to make them learn faster.,0.6893,0.0091,71,70,1.0,2.0,0.5
T005,ans_T005_17,A-1,Q1 .What is the core difference between traditional programming and machine learning?,? (8  points)  1. Old programming it uses the old computers that are slow and big.  2. Machine learning it uses the cloud and the tiny phones so it is faster.  3. The old way you must write the logic in the coding book.  4. The new way the logic is found by the computer magic.  5. Traditional code it is only used for making simple calculators.  6. ML is only used for making the robots that can walk and talk.  7. The old way the answer is always wrong.  8. The new ML way the answer is always 100 percent correct and never wrong.,0.4779,0.0424,105,180,0.6176,8.0,2.0
T005,ans_T005_17,A-2,Q2.Explain the concept of Entropy and Information Gain in the context of building a Decision Tree.,"(8 points)  1. Entropy is the measure of how fast the computer's hard drive spins.  2. If the hard drive spins fast, the Entropy is low and the tree is good.  3. The Decision Tree wants to always make the entropy low by making more layers.  4. Information Gain is how much memory you add when you plug in the new USB stick.  5. The tree makes the split that has the smallest memory gain so it saves space.  6. It is a measure of the tree's height and how wide it is.  7. If Entropy is high, you must buy a better computer for the model to work.  8. This is only for classification trees, not for regression trees.",0.6681,0.0077,120,180,0.7059,8.0,2.5
T005,ans_T005_17,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?",SKIPPED/NOT_FOUND,0.0,0.0,1,180,0.0059,8.0,0.0
T005,ans_T005_17,A-4,"Q4.Despite its name, what kind of problem does Logistic Regression solve, and what function does it use to map its output to a probability?","? (7 points)  1. Logistic Regression it is a model for predicting numbers (like a house price).  2. The problem it solves is how to add two very large numbers together.  3. It is a type of unsupervised model because it has no labels.  4. It uses the Tanh Function, not the Sigmoid Function.  5. The Tanh Function it makes the line very straight on the graph.  6. The output probability is always 50 percent for any data point.  7. This model is only used for data with many errors (outliers).",0.5766,0.0107,91,180,0.5353,8.0,2.0
T005,ans_T005_17,A-5,"Q5.Provide three examples of hyperparameters that must be tuned before training, rather than learned during training.",(8 points)  1. Hyperparameters they are the output parameters that the model gives.  2. Number of Features: You must decide how many columns to put in the model.  3. The Color of the Line: You must set the color for the final result graph.  4. Batch Size: This is the size of the memory that the computer uses.  5. Data Type: You must tell the model if the data is text or video.  6. Number of Outliers: You must count how many bad points are in the data.  7. Algorithm Speed: You must tell the model if it should run slow or run fast.  8. The Final Answer: You must set the answer you want before training starts.  B] Attempt any 4 (2 marks each),0.4804,0.012,125,180,0.7353,8.0,2.0
T005,ans_T005_17,B-1,1. Identify and explain five business applications of machine learning.,(5 points)  1. Filling Gas Tank: ML knows when to stop the gas pump.  2. Finding Hidden Treasure: ML scans the ground for gold and jewels.  3. Sending Text Messages: The ML system writes all the texts on your behalf.  4. Making Bread: ML controls the oven to bake the bread perfect.  5. Giving Directions: ML tells the car where to turn on the highway.,0.2932,0.0,65,70,0.9286,2.0,0.5
T005,ans_T005_17,B-2,"2. What are training, validation, and test sets? Why are they used?",? (5 points)  1. Training Set is where you train the boss's dog.  2. Validation Set is where you train the boss's cat.  3. Test Set is where you test the boss's child.  4. They are used to make sure the computer knows all the animals.  5. They stop the model from making noise.,0.6308,0.0017,54,70,0.7714,2.0,0.5
T005,ans_T005_17,B-3,3. Explain the concept of Cross-Validation and its importance.,SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_17,B-4,"4. What is a confusion matrix? Define and explain Precision, Recall, and F1-score.",(5 points)  1. A Confusion Matrix is a big mess of numbers that nobody can read.  2. Precision is how exact the model's memory is.  3. Recall is how many times the computer remembers the old answers.  4. F1-Score is a letter grade the model gets on the final exam.  5. It is used only for linear regression models.,0.7774,0.5248,59,70,0.8429,2.0,1.5
T005,ans_T005_17,B-5,"5. What are feature scaling techniques, and when should you use them?",? (5 points)  1. Feature Scaling means making the computer screen bigger or smaller.  2. Normalization makes the screen white.  3. Standardization makes the screen black.  4. You must use scaling for all models to make the monitor look better.  5. It is not necessary for K-Nearest Neighbors.,0.5905,0.0068,48,70,0.6857,2.0,0.5
T005,ans_T005_18,A-1,Q1 .What is the core difference between traditional programming and machine learning?,"?  The main thing that is different it is about how the logic is made. ML it is more smart  because it doesn't need all the rules to be written by a person.  1. Traditional programming it is like a cookbook. The programmer must write every  recipe step by step for the computer. If you need to sort numbers, you write the  sorting code. If you need to find numbers, you write the finding code. The logic  is fixed.  2. Machine learning it is like teaching a baby. You give the computer many examples  (data) and you tell it the answer for each example (labels). The computer uses  math to figure out the connection and it writes the rules itself. The output is the  model, which is the rules it learned.  3. The old way is impossible for things that are too complex, like recognizing faces  or voice, because you cannot write all those rules. ML is good for that hard stuff  because it finds the pattern that the human eye cannot see.  4. If the data changes, the old program needs new code. The ML model just needs  new data and to be retrained to update its logic.",0.59,0.5085,199,180,1.0,8.0,6.5
T005,ans_T005_18,A-2,Q2.Explain the concept of Entropy and Information Gain in the context of building a Decision Tree.,SKIPPED/NOT_FOUND,0.0,0.0,1,180,0.0059,8.0,0.0
T005,ans_T005_18,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?","?  This is for the Naive Bayes algorithm, which is a very good classifier.  1. It is called ""Naive"" because it makes a giant assumption that is usually not true  in the real world. The assumption is that every feature (column in the data) is  completely independent of all the other features given the class.  2. For example, if you classify a fruit, it assumes the color (red) is independent of  the shape (round), even though they come together a lot in the data. This is a  naive way to think about data.  3. But this bad assumption it is what makes the model so fast. It simplifies the  math of probability a lot. Instead of doing the complex calculation of how all  features interact, it just multiplies the simple probabilities of each feature  separately.  4. This multiplication shortcut it makes the training extremely quick and it is used  a lot for large text classification tasks where you have thousands of features  (words). It is very scalable.",0.7961,0.9601,167,180,0.9824,8.0,8.0
T005,ans_T005_18,A-4,"Q4.Despite its name, what kind of problem does Logistic Regression solve, and what function does it use to map its output to a probability?","?  Logistic Regression is a classifier that finds a line that separates the data points.  1. Problem Solved: It solves the classification problem, mainly the binary one (two  categories). It predicts a probability instead of predicting a continuous number  like standard linear regression does.  2. The model first calculates a linear score from the input features. This score can  be very big or very small (negative). But probability must be between 0 and 1.  3. Mapping Function: It uses the Sigmoid function to map that big/small score into  a usable probability. The Sigmoid function looks like an S-shape and it squeezes  all numbers into the 0-to-1 range.  4. The output probability is then used to make the final decision. If the output is  over 0.5, it predicts the positive class. If it is under 0.5, it predicts the negative  class.",0.8433,0.1012,140,180,0.8235,8.0,3.0
T005,ans_T005_18,A-5,"Q5.Provide three examples of hyperparameters that must be tuned before training, rather than learned during training.","Hyperparameters they are the settings that control the model's behavior. They are not  found by the model itself, so the person must set them.  1. Maximum Depth (Decision Trees/Random Forest): This is the limit on how many  levels the tree is allowed to grow. If it's too deep, it will memorize the noise  (overfit). You must set the number (e.g., 5, 10) before training starts.  2. K Value (K-Nearest Neighbors): This is the number of neighbors that the model  looks at to take a vote on the prediction. Changing K changes how smooth the  decision boundary is. You must try different Ks to find the best one.  3. Regularization Term (Alpha or Lambda): This is a number that tells the model  how much penalty to apply to complexity. It is used in linear models  (Ridge/Lasso) or neural nets. It stops the model from relying too much on any  one feature and reduces overfitting.  B] Attempt any 4 (2 marks each)",0.7367,0.011,160,180,0.9412,8.0,3.0
T005,ans_T005_18,B-1,1. Identify and explain five business applications of machine learning.,1. Credit Risk: ML looks at loan applications and predicts if the person will pay  back the money or not.  2. Targeted Ads: ML guesses which product you will click on and shows that ad to  you specifically.  3. Inventory Management: ML predicts the sales demand for next month so the  store knows how much stock to order.  4. Language Translation: The model reads one language and outputs the words in  a different language (like Google Translate).  5. Biometric Security: ML uses face or fingerprint data to verify who you are on  your phone or computer.,0.5462,0.0001,96,70,1.0,2.0,0.5
T005,ans_T005_18,B-2,"2. What are training, validation, and test sets? Why are they used?","?  These are the three separate piles the total dataset is divided into.   Training Set: The biggest part, used to fit the model and adjust all its weights.   Validation Set: Used during the training process to tune the hyperparameters  and stop the model from overfitting to the training set.   Test Set: Used only once for the final, honest evaluation before the model is  deployed.  They are used to make sure the final reported score is a true representation of  performance on new data.",0.7624,0.223,86,70,1.0,2.0,1.0
T005,ans_T005_18,B-3,3. Explain the concept of Cross-Validation and its importance.,"Cross-Validation (CV) it is the technique for getting a better score for the model's  performance.  1. It involves splitting the data into K number of blocks (like 5 or 10).  2. The model runs K times. Each time, a different block is used as the test set.  3. The final score is the average of all the scores from each test.  4. Importance: It is important because it makes the score more reliable and stable,  and it makes better use of the limited amount of data.",0.7063,0.9155,86,70,1.0,2.0,1.5
T005,ans_T005_18,B-4,"4. What is a confusion matrix? Define and explain Precision, Recall, and F1-score.",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_18,B-5,"5. What are feature scaling techniques, and when should you use them?","?  Feature Scaling it is a data preparation step that makes all the input numbers in the  columns have a similar size.  1. Normalization is when you change the numbers to be between 0 and 1.  2. Standardization is when you change the numbers to have a mean of zero and  standard deviation of one.  3. You must use scaling for models that use distance, like K-Nearest Neighbors or  Support Vector Machines, because a big number column will otherwise dominate  the distance calculation.  4. It is also good for Gradient Descent models (Neural Networks) to help them learn  faster.",0.7382,0.015,99,70,1.0,2.0,0.5
T005,ans_T005_19,A-1,Q1 .What is the core difference between traditional programming and machine learning?,"?  The core different between old way code and new way ML it is about how the logic  gets built, really.  1. Traditional Programming it is imperative; the human must supply all explicit  rules and instructions to get the answer.  2. Machine Learning it is inferential; the algorithm infers the rules by seeing data  and correct answers.  3. Traditional logic it is static, meaning it cannot adapt to new situations without  manual code changes.  4. ML logic it is dynamic and can adapt by re-training on new data.  5. ML it is best for problems that are too complex for manual rule writing (like  image recognition).  6. The output of traditional is the answer; the output of ML is the model (the  learned rules).  7. Traditional relies on deterministic execution. ML relies on statistical optimization.  8. ML it is able to generalize patterns to unseen data.",0.604,0.7147,146,180,0.8588,8.0,6.0
T005,ans_T005_19,A-2,Q2.Explain the concept of Entropy and Information Gain in the context of building a Decision Tree.,"Entropy and Information Gain they are the critical math measures used for tree  building.  1. Entropy it is a quantification of the impurity or disorder of class labels within a  data node.  2. Maximum uncertainty it is the maximum entropy, which is what the tree wants  to reduce.  3. Zero entropy it means the node is perfectly pure (all same class).  4. Information Gain it is the measure of the reduction in that entropy which is  achieved when you perform a specific split on a feature.  5. It quantifies the value of a feature for reducing uncertainty.  6. The greedy algorithm it always selects the split that maximizes the Information  Gain.  7. This selection process it ensures the most efficient features they are used first in  the tree's hierarchy.  8. This is fundamental to reducing the total path length for classification.",0.8457,0.4281,141,180,0.8294,8.0,5.5
T005,ans_T005_19,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?",SKIPPED/NOT_FOUND,0.0,0.0,1,180,0.0059,8.0,0.0
T005,ans_T005_19,A-4,"Q4.Despite its name, what kind of problem does Logistic Regression solve, and what function does it use to map its output to a probability?","?  Logistic Regression it is a classifier model, not for regression, very importantly.  1. Problem Solved: It solves the binary classification problem by modeling the  probability of an instance belonging to the positive class.  2. Model Type: It is a generalized linear model.  3. Output Calculation: The model first calculates a linear combination of the input  features and weights.  4. Mapping Function Used: It uses the Sigmoid function (or Logistic function) for  the transformation.  5. Sigmoid Mechanism: This function it squashes the raw score into a value strictly  between zero and one.  6. Probability Interpretation: This bounded output it is then interpreted as the  predicted probability.  7. Decision Boundary: The model makes the final decision by comparing this  probability to a threshold (usually 0.5).  8. This S-shaped curve it is what enables the classification interpretation of the  model's result.",0.7689,0.095,139,180,0.8176,8.0,3.0
T005,ans_T005_19,A-5,"Q5.Provide three examples of hyperparameters that must be tuned before training, rather than learned during training.","Hyperparameters they are the external settings that control the learning process and  must be set by the practitioner.  1. Learning Rate (Optimization Algorithms): This parameter controls the magnitude  of the adjustment step taken by the optimizer toward the minimum of the loss  function. It needs careful tuning because too high causes oscillations.  2. Regularization Strength (C or Alpha): This value controls the penalty applied to  model complexity, thereby managing the bias-variance tradeoff and preventing  overfitting.  3. Maximum Depth (Decision Trees/Random Forests): This sets an upper limit on  the levels the tree is allowed to grow, directly controlling model complexity.  4. K Value (K-Nearest Neighbors): This integer specifies the number of local data  points that are used for the final vote or averaging.  5. These values they are not estimated from the data itself during the fitting process.  6. They are typically optimized through cross-validation to find the best  configuration.  7. Their initial choice it greatly affects the model's final performance and  convergence speed.  8. Batch Size it is another example in Neural Networks.",0.8073,0.2906,173,180,1.0,8.0,6.0
T005,ans_T005_19,B-1,1. Identify and explain five business applications of machine learning.,SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_19,B-2,"2. What are training, validation, and test sets? Why are they used?",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_19,B-3,3. Explain the concept of Cross-Validation and its importance.,SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_19,B-4,"4. What is a confusion matrix? Define and explain Precision, Recall, and F1-score.",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_19,B-5,"5. What are feature scaling techniques, and when should you use them?",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_20,A-1,Q1 .What is the core difference between traditional programming and machine learning?,"?  The main difference it is about who makes the rules for the computer.  1. Traditional programming it is like writing a fixed script. The human programmer must  code every single rule and step for the computer to follow.  2. Machine learning it is different. You give the computer the data and the answers  (labels), and the computer uses math to find the rules or the patterns itself.  3. So, old way is: Rules + Data = Answer. ML way is: Data + Answer = Rules.  4. Traditional logic it is static, meaning it cannot adapt to new situations without  manual code changes.  5. ML logic it is dynamic and can update when it sees more data.  6. ML is better for hard problems like image recognition because no human can write  the rules for every pixel and angle.  7. The output of traditional is the final answer. The output of ML is the model (the  learned rules).",0.5743,0.5611,158,180,0.9294,8.0,5.5
T005,ans_T005_20,A-2,Q2.Explain the concept of Entropy and Information Gain in the context of building a Decision Tree.,"These two ideas they are the most important tools that the Decision Tree uses to make  its splits and to grow correctly.  1. Entropy it is a concept that measures the impurity or the total disorder in a group  of data points in a tree node.  2. If a node has mixed answers (messy), the entropy is high. If a node is clean (all the  same answer), the entropy is low (near zero).  3. Information Gain it is the actual deciding factor. It measures how much that impurity  is reduced after the split is performed.  4. The tree looks for the split that gives the biggest Information Gain, because that  means it gets rid of the most confusion.  5. The tree calculates the old entropy minus the new entropy to get the gain.  6. This greedy strategy ensures the tree grows with the best separating features at the  top (near the root).  7. The goal of the tree is to reduce the entropy at every single step.",0.7927,0.7628,167,180,0.9824,8.0,7.0
T005,ans_T005_20,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?","?  This is for the Naive Bayes algorithm, which is a very good classifier.  1. It is called ""Naive"" because it makes a big assumption that is usually not true in real  data.  2. The assumption is that every feature (column) is completely independent of all the  other features given the output class.  3. For example, it assumes a person's height has no connection to their weight.  4. Computational Benefit: But this simplifying assumption it makes the math very easy  and fast.  5. Instead of calculating complex joint probability, the model just multiplies the simple  probabilities of each feature separately.  6. This multiplication shortcut it makes Naive Bayes extremely fast for training and it  works very well even with thousands of features (like words in text).  7. It is one of the most scalable algorithms for text classification.",0.7032,0.8373,138,180,0.8118,8.0,7.0
T005,ans_T005_20,A-4,"Q4.Despite its name, what kind of problem does Logistic Regression solve, and what function does it use to map its output to a probability?","?  Logistic Regression is a classifier model even though it has the word ""regression"".  1. Problem Solved: It solves classification problems, mainly binary classification (predicting  a YES or a NO).  2. The goal is to predict the probability that an input belongs to the positive class.  3. The Process: It first calculates a linear score from the input data, but this score can  be any number.  4. Mapping Function: To turn this score into a probability, the model uses the Sigmoid  function (or Logistic Function).  5. The Sigmoid function it has an S-shape and it forces all numbers into a usable range  between zero and one.  6. This zero-to-one output it is the probability.  7. The model then uses this probability (usually compared to 0.5) to make the final  class decision.  8. It is a generalized linear model.  B] Attempt any 4 (2 marks each)",0.8432,0.245,145,180,0.8529,8.0,5.0
T005,ans_T005_20,A-5,"Q5.Provide three examples of hyperparameters that must be tuned before training, rather than learned during training.",SKIPPED/NOT_FOUND,0.0,0.0,1,180,0.0059,8.0,0.0
T005,ans_T005_20,B-1,1. Identify and explain five business applications of machine learning.,1. Spam Filtering: ML reads emails and classifies them as junk or real.  2. Customer Churn: Predicts which customers will leave the company soon.  3. Recommendation Systems: Guesses what product or movie you want to see next.  4. Fraud Detection: Flags suspicious credit card transactions in real-time.  5. Voice Assistants: ML interprets human voice and executes commands (like Siri or  Alexa).,0.6344,0.0007,61,70,0.8714,2.0,0.5
T005,ans_T005_20,B-2,"2. What are training, validation, and test sets? Why are they used?","?  These are the three separate piles the total dataset is divided into.  1. Training Set: Used to teach the model and fit its parameters.  2. Validation Set: Used to tune the hyperparameters and select the best model during  development.  3. Test Set: Used only once for the final true evaluation score.  4. Purpose: They are used to prevent data leakage (cheating).  5. They ensure the model's score is honest for new, unseen data.",0.7802,0.3546,74,70,1.0,2.0,1.0
T005,ans_T005_20,B-3,3. Explain the concept of Cross-Validation and its importance.,"Cross-Validation (CV) it is a technique for getting a better score for the model's performance  by running the test many times.  1. The data is split into K equal parts (like 5 or 10).  2. The model runs K times, and each time, a different part is the test set.  3. The final score is the average of all the K test scores.  4. Importance: It makes the score more reliable and stable, so it's the best way to tune  the hyperparameters.  5. It makes better use of the limited data you have by using all of it for testing at  some point.",0.7252,0.9064,103,70,1.0,2.0,1.5
T005,ans_T005_20,B-4,"4. What is a confusion matrix? Define and explain Precision, Recall, and F1-score.","A Confusion Matrix is a table that shows how many correct and wrong predictions the  classifier made.  1. Precision: How many times the model was right when it guessed positive. It focuses  on False Positives.  2. Recall: How many actual positive cases the model managed to find. It focuses on False  Negatives.  3. F1-Score: The balanced average of Precision and Recall. It is important for datasets  that are imbalanced.  4. Matrix: It shows the counts for True Positives, True Negatives, False Positives, and  False Negatives.  5. These metrics are better than just using accuracy for many problems.",0.8859,0.9791,97,70,1.0,2.0,2.0
T005,ans_T005_20,B-5,"5. What are feature scaling techniques, and when should you use them?",SKIPPED/NOT_FOUND,0.0,0.0,1,70,0.0143,2.0,0.0
T005,ans_T005_21,A-1,Q1 .What is the core difference between traditional programming and machine learning?,"?  The main difference it is about who makes the rules for the computer.  1. Traditional programming it is like writing a fixed script. The human  programmer must code every single rule and step for the computer to  follow for all situations. If the data changes, the code breaks.  2. Machine learning it is different. You give the computer the data and  the answers (labels), and the computer uses math to find the rules or  the patterns itself. The output is the model (the learned rules).  3. So, old way is: Rules + Data = Answer. ML way is: Data + Answer =  Rules.  4. ML is better for hard problems like image recognition because no human  can write the rules for every pixel.  5. The logic is dynamic in ML and can update when it sees more data,  unlike the fixed logic of traditional code.",0.6818,0.5248,146,180,0.8588,8.0,5.5
T005,ans_T005_21,A-2,Q2.Explain the concept of Entropy and Information Gain in the context of building a Decision Tree.,"These two ideas they are the most important tools that the Decision Tree  uses to make its splits and to grow correctly.  1. Entropy it is a concept that measures the impurity or the total  disorder in a group of data points in a tree node.  2. If a node has mixed answers (messy), the entropy is high. If a node is  clean (all the same answer), the entropy is low.  3. Information Gain it is the actual deciding factor. It measures how much  that impurity is reduced after the split is performed.  4. The tree looks for the split that gives the biggest Information Gain,  because that means it gets rid of the most confusion.  5. This greedy strategy ensures the tree grows with the best separating  features at the top.",0.7592,0.453,132,180,0.7765,8.0,5.5
T005,ans_T005_21,A-3,"Q3.Why is this algorithm considered ""Naive,"" and what computational benefit does this assumption provide?","?  This is for the Naive Bayes algorithm, which is a very good classifier.  1. It is called ""Naive"" because it makes a big assumption that is usually  not true in real data: the assumption is that every feature (column) is  completely independent of all the other features.  2. For example, it assumes a person's height has no connection to their  weight, even though they usually are connected.  3. Computational Benefit: But this simplifying assumption it makes the  math very easy and fast. Instead of calculating complex joint  probability, the model just multiplies the simple probabilities of each  feature separately.  4. This multiplication shortcut it makes Naive Bayes extremely fast for  training and it works very well even with thousands of features (like  words in text).",0.7111,0.792,126,180,0.7412,8.0,6.5
