template_id,qid,question_text,marks,ideal_reference_answer,key_pillars
T006,A-8,Q8 .how machine learning deals with sparse data . [3],3,"Sparse data refers to datasets where a large majority of the values are zero or missing (e.g., a user-item matrix in a movie recommendation system where most users haven't seen most movies). Machine Learning uses several strategies to handle this:

Specialized Algorithms: Algorithms like Matrix Factorization (used in collaborative filtering) are specifically designed to ""fill in the blanks"" by identifying latent factors that explain the observed data.

Dimensionality Reduction: Techniques like PCA or Truncated SVD (Singular Value Decomposition) compress sparse, high-dimensional data into a dense, lower-dimensional space, capturing the most important signals while discarding the ""zeros.""

Embeddings: In Natural Language Processing, sparse ""One-Hot Encoded"" vectors are transformed into Dense Embeddings (like Word2Vec), which represent relationships between words in a much smaller, continuous space.

Sparse-Aware Solvers: Many libraries (like XGBoost or Scikit-Learn) use optimized data structures (Compressed Sparse Row/Column) that skip over zeros during calculation, drastically increasing speed and reducing memory usage.","Matrix Factorization, Singular Value Decomposition (SVD), Dimensionality Reduction, Latent Space, Embeddings, Feature Engineering, Memory Efficiency, Missing Value Imputation."
T006,A-9,Q9.what is advantage of active learning. [3],3,"Active Learning is a specialized form of Semi-Supervised Learning where the algorithm ""chooses"" which data points it wants to learn from. Instead of training on a massive, pre-labeled dataset, the model identifies the most informative or uncertain examples and asks a human expert (an ""oracle"") to label them.
+1

Key Advantages:
Drastic Reduction in Labeling Costs: In fields like medical imaging or legal discovery, labeling data is expensive and time-consuming. Active Learning focuses only on the most critical samples, often achieving high accuracy with only 10–20% of the total data labeled.
+1

Faster Model Convergence: By selecting ""hard"" examples that lie near the decision boundary, the model learns complex patterns much faster than it would by looking at random, easy-to-classify data.

Handling Massive Unlabeled Datasets: It acts as a filter, allowing practitioners to navigate petabytes of raw data by surfacing only the instances that will actually improve the model’s performance.

Improved Accuracy on Edge Cases: It specifically seeks out data points where the model is confused, making the final system more robust against rare or difficult scenarios.","Query Strategy, Human-in-the-Loop, Uncertainty Sampling, Labeling Efficiency, Cost Optimization, Decision Boundary, Informative Samples, Semi-Supervised Learning."
T006,A-10,"Q10.what is training , testing and validation ? [3]",3,"To build a robust machine learning model, data is typically split into three distinct subsets. This separation ensures the model generalizes well to new data rather than just memorizing the training examples.

Training Set: This is the largest portion of the data used by the model to ""learn."" The algorithm looks at these examples to adjust its internal parameters (weights and biases) to minimize error.

Validation Set: This acts as a ""practice test."" It is used during the training phase to tune hyperparameters (like learning rate or tree depth) and to detect overfitting. It helps in selecting the best version of the model.
+1

Test Set: This is a ""final exam"" consisting of completely unseen data. It is used only once, after the model is fully trained and tuned, to provide an unbiased evaluation of how the model will perform in the real world.","Data Partitioning, Hold-out Method, Generalization, Hyperparameter Tuning, Overfitting Prevention, Model Evaluation, Unseen Data, Parameters vs. Hyperparameters."
T006,B-1,Q1 give 7 applications of machine learning.,5,"Machine Learning (ML) has transitioned from a theoretical concept to a core driver of modern business and technology. By identifying patterns in massive datasets, ML enables automation and predictive capabilities across various sectors.

1. Healthcare and Medical Diagnosis
ML models analyze X-rays, MRIs, and genomic data to detect diseases like cancer or pneumonia earlier and more accurately than human observation alone. It is also used for drug discovery by predicting how different chemical compounds will interact.

2. Financial Services and Fraud Detection
Banks use anomaly detection algorithms to monitor millions of transactions in real-time. If a transaction deviates from a user's typical spending pattern (e.g., location or amount), the system flags it as potential fraud.

3. E-commerce and Recommendation Systems
Platforms like Amazon and Netflix use collaborative filtering to suggest products or movies based on your past behavior and the preferences of similar users, significantly boosting sales and user retention.

4. Autonomous Vehicles
Self-driving cars utilize Deep Learning and Computer Vision to interpret sensor data from cameras and LiDAR. This allows the vehicle to detect pedestrians, recognize traffic signs, and make split-second driving decisions.

5. Natural Language Processing (NLP)
Applications like Google Translate, Siri, and ChatGPT use ML to understand, interpret, and generate human language. This includes sentiment analysis, which helps brands gauge public opinion from social media.

6. Predictive Maintenance in Manufacturing
By analyzing sensor data from factory machinery (vibrations, temperature), ML models predict when a part is likely to fail. This allows for repairs before a breakdown occurs, saving millions in downtime.

7. Email Filtering and Cybersecurity
Email providers use classification algorithms to filter spam and phishing attempts. Similarly, cybersecurity firms use ML to detect malware patterns and unauthorized network intrusions.","Pattern Recognition, Predictive Analytics, Anomaly Detection, Automation, Computer Vision, Personalization, Real-time Processing, Resource Optimization."
T006,B-2,Q2 how machine learning and deep learning related / explain regularization in deep learning .,5,"Machine Learning (ML) and Deep Learning (DL) are not competing technologies but rather nested subsets of Artificial Intelligence. Understanding their relationship and the role of regularization is key to building high-performing models.
+1

The Relationship: ML vs. DL
Deep Learning is a specialized subfield of Machine Learning. While ML encompasses various algorithms (like Decision Trees or SVMs) that often require manual feature engineering, Deep Learning relies on Artificial Neural Networks with many layers (hence ""deep"").
+1

Feature Extraction: In traditional ML, humans must often ""tell"" the model which features are important. In DL, the network automatically learns to extract hierarchical features directly from raw data (like pixels or text).
+1

Data Dependency: ML performs well on small-to-medium datasets, whereas DL typically requires massive amounts of data and high computational power (GPUs) to outperform traditional methods.

Regularization in Deep Learning
Deep Learning models are prone to overfitting because they have millions of parameters that can easily ""memorize"" the training data. Regularization refers to techniques used to force the model to generalize better.
+1

L1 and L2 Regularization: These add a penalty to the loss function based on the size of the weights. L2 (Weight Decay) is most common; it keeps weights small, preventing any single neuron from having too much influence.

Dropout: This is a DL-specific technique where, during training, a random percentage of neurons are ""turned off"" in each pass. This prevents neurons from becoming overly dependent on each other and forces the network to learn redundant, robust representations.

Early Stopping: This involves monitoring the model's performance on a validation set and stopping the training process as soon as the validation error starts to increase, even if the training error is still decreasing.","Nested Subsets, Artificial Neural Networks, Automatic Feature Extraction, Overfitting, Generalization, Penalty Term, Dropout, Weight Decay, Early Stopping, Model Robustness."
T006,B-3,"Q3 explain supervised , unsupervised and semisupervised with examples .",5,"Machine Learning models are primarily categorized based on the type of data they consume and the nature of the feedback they receive during training.

1. Supervised Learning
In Supervised Learning, the model is trained on a labeled dataset. This means for every input, the correct output (the ""ground truth"") is provided. The model learns to map inputs to outputs by minimizing the error between its predictions and the actual labels.

Key Task: Classification and Regression.

Example: Email Spam Detection. The model is fed thousands of emails already marked as ""Spam"" or ""Not Spam."" It learns the patterns (keywords, sender info) that distinguish the two categories to predict the label for new, incoming emails.

2. Unsupervised Learning
Unsupervised Learning deals with unlabeled data. The model acts as a self-learner, identifying hidden patterns, structures, or clusters within the data without any external guidance or ""correct answers.""

Key Task: Clustering and Association.

Example: Customer Segmentation. A retail company provides a model with raw purchase history data (no labels). The model identifies groups of customers with similar habits, such as ""Budget Shoppers"" vs. ""Luxury Buyers,"" allowing for targeted marketing.

3. Semi-Supervised Learning
Semi-Supervised Learning is a hybrid approach. It uses a small amount of labeled data combined with a large amount of unlabeled data. This is common because labeling data is expensive and time-consuming, while unlabeled data is cheap and abundant.

Key Task: Improving learning accuracy when labels are scarce.

Example: Medical Imaging (MRI/CT Scans). An expert radiologist might label 100 scans (labeled), while there are 10,000 more scans available (unlabeled). The model uses the 100 labels to understand basic features and then uses the 10,000 unlabeled scans to refine its understanding of anatomical variations.",
T006,B-4,Q4 What are types of SVM,5,"Support Vector Machines (SVM) are powerful supervised learning models used for classification and regression. The ""type"" of SVM used depends largely on the nature of the data—specifically, whether the data points can be separated by a straight line or require a more complex boundary.

1. Linear SVM
Linear SVM is used when the data is linearly separable. This means the data points of different classes can be divided using a single straight line (in 2D) or a hyperplane (in higher dimensions).
+1

Hard Margin: If the data is perfectly separable with no noise, the algorithm finds a hyperplane that maximizes the distance between the nearest points of the classes (support vectors) without allowing any misclassifications.

Soft Margin: Since real-world data is rarely perfect, a ""slack variable"" is introduced. This allows some points to be misclassified or fall inside the margin to ensure the model remains robust and generalizes well.

2. Non-Linear SVM
When data is distributed in a way that a straight line cannot separate it (e.g., circular or interlocking patterns), we use Non-Linear SVM.

The Kernel Trick: To handle this, the algorithm uses a ""Kernel Function."" It mathematically projects the low-dimensional, non-linear data into a higher-dimensional space where it does become linearly separable.

Common Kernels:

Polynomial Kernel: Good for curved boundaries.

Radial Basis Function (RBF) / Gaussian Kernel: The most popular choice; it can handle complex, infinite-dimensional mappings.

Sigmoid Kernel: Often used in neural network-like structures.

3. Support Vector Regression (SVR)
While SVM is famous for classification, it can be adapted for Regression. Unlike standard regression that tries to minimize the error between the line and points, SVR tries to fit the best line within a predefined error threshold (epsilon). It essentially builds a ""tube"" around the data points.","Hyperplane, Support Vectors, Maximum Margin, Linearly Separable, Kernel Trick, Feature Mapping, Hinge Loss, Slack Variables, RBF Kernel, High-Dimensional Space."
T006,B-5,Q5 Explain Decision tree in detail,5,"A Decision Tree is a versatile supervised learning algorithm used for both classification and regression. It functions like a flowchart, where each internal node represents a ""test"" on an attribute, each branch represents the outcome of the test, and each leaf node represents a class label or continuous value.
+1

How it Works: The Splitting Process
The algorithm starts at the Root Node and partitions the data into subsets that contain instances with similar values. This process is repeated recursively until the data is as ""pure"" as possible. To decide how to split the data, it uses specific mathematical criteria:
+1

Entropy & Information Gain: Entropy measures the ""disorder"" or impurity in the data. Information Gain calculates the reduction in entropy after a split; the algorithm chooses the split that yields the highest information gain.
+1

Gini Impurity: Used by the CART algorithm, it measures how often a randomly chosen element would be incorrectly labeled. A Gini score of 0 means the node is perfectly pure.

Root Node Selection: The feature that best separates the data (highest gain or lowest impurity) becomes the top-level decision.

Key Advantages
Interpretability: Unlike ""black-box"" models (like Neural Networks), Decision Trees are easy for humans to understand and visualize.

No Preprocessing: They do not require feature scaling (normalization/standardization) and can handle both numerical and categorical data.

Captures Non-linearity: They are excellent at identifying non-linear relationships between features and the target.

Challenges and Solutions
The biggest drawback of Decision Trees is Overfitting. They tend to create overly complex trees that memorize the training data. To solve this:

Pruning: Removing branches that provide little power to reduce the tree's complexity.

Setting Constraints: Limiting the maximum depth of the tree or the minimum number of samples required to split a node.","Hierarchical Splitting, Root Node, Leaf Node, Information Gain, Entropy, Gini Index, Recursive Partitioning, Overfitting, Pruning, Interpretability, CART Algorithm."
T007,A-a,a ) Define AI and Write applications of machine learning .,5,"Definition of Artificial Intelligence (AI)
Artificial Intelligence is a branch of computer science dedicated to creating systems capable of performing tasks that typically require human intelligence. These tasks include reasoning, learning from past experiences, problem-solving, perception, and language understanding. Essentially, AI aims to simulate human cognitive functions through algorithms and data, allowing machines to operate autonomously or assist humans in complex decision-making.

Applications of Machine Learning
Machine Learning (ML), a subset of AI, focuses on the use of data and algorithms to imitate the way that humans learn, gradually improving its accuracy. Here are significant real-world applications:

Healthcare: ML is used for Medical Imaging (identifying tumors in X-rays), drug discovery, and predicting patient outcomes based on historical health records.

Finance: Banks employ ML for Fraud Detection by identifying unusual transaction patterns and for Algorithmic Trading to execute high-speed stock trades.

E-commerce: Platforms like Amazon use Recommendation Engines to suggest products based on a user’s browsing history and purchase behavior.

Virtual Assistants: Tools like Siri, Alexa, and Google Assistant use ML-powered Natural Language Processing (NLP) to understand and respond to voice commands.

Autonomous Vehicles: Self-driving cars use Computer Vision (an ML field) to detect obstacles, pedestrians, and traffic signs in real-time.

Email Filtering: ML algorithms automatically classify emails into ""Inbox,"" ""Spam,"" or ""Promotions"" by analyzing text patterns and sender reputation.

Social Media: Platforms use ML for Face Recognition in photos and to curate personalized news feeds that keep users engaged.","Human Simulation, Cognitive Computing, Pattern Recognition, Predictive Modeling, Autonomous Systems, Data-Driven Insights, Scalability, Real-time Analysis."
T007,A-b,b )Explain types of machine learning with example .,5,"Machine Learning is generally categorized into three primary types based on how the algorithm learns and the nature of the data provided.

1. Supervised Learning
In this type, the model is trained on labeled data. This means the input comes with the correct answer (output). The goal is for the model to learn a mapping function so that when new input data is provided, it can predict the output accurately.

Sub-types: Classification (predicting a category) and Regression (predicting a continuous value).

Example: Weather Forecasting. By feeding historical data (temperature, humidity, pressure) labeled with the actual outcome (Rain/No Rain), the model learns to predict tomorrow's weather.

2. Unsupervised Learning
Here, the model is trained on unlabeled data. The system tries to find hidden patterns, structures, or relationships within the data without any explicit guidance. It ""self-learns"" how the data is organized.

Sub-types: Clustering (grouping similar items) and Association (finding rules that describe data).

Example: Customer Segmentation. A bank analyzes the transaction history of thousands of customers. Without being told what to look for, the model groups them into clusters like ""Frequent Travelers"" or ""Home Owners"" based on their spending habits.

3. Reinforcement Learning (RL)
RL is based on the concept of trial and error. An ""agent"" interacts with an environment and receives rewards for correct actions and penalties for wrong ones. Its goal is to maximize the total reward over time.

Key Components: Agent, Environment, State, Action, and Reward.

Example: Game Playing (e.g., AlphaGo or Chess). The AI plays millions of games against itself. Every time it wins or makes a strategic move, it receives a positive reward, eventually learning the optimal strategy to win.","Supervised: Labeled Data, Feedback Loop, Mapping, Target Variable.

Unsupervised: Unlabeled Data, Pattern Discovery, Clustering, No Feedback.

Reinforcement: Reward-based, Agent-Environment, Policy, Decision Sequences."
T007,A-c,c ) what are the steps in building ML model,5,"Building a machine learning model is a systematic process known as the ML Pipeline. It involves a series of steps to transform raw data into a predictive tool.

1. Problem Definition
The first step is to clearly define the business or scientific problem. You must decide whether it is a Classification task (e.g., Is this email spam?), a Regression task (e.g., What will the house price be?), or a Clustering task.

2. Data Collection
Gathering high-quality data is the foundation of any model. Data can be sourced from databases, web scraping, sensors, or public datasets. The more representative the data is of the real world, the better the model will perform.

3. Data Preprocessing & Cleaning
Raw data is often ""messy."" This step involves:

Handling Missing Values: Filling in gaps or removing incomplete records.

Outlier Detection: Identifying and managing anomalies.

Data Transformation: Converting categorical data into numbers and scaling features so they are on the same magnitude (e.g., 0 to 1).

4. Exploratory Data Analysis (EDA)
Before building the model, you must understand the data. EDA uses statistics and visualization to find correlations, trends, and patterns. This helps in Feature Selection—deciding which variables actually influence the outcome.

5. Data Splitting
The dataset is divided into two or three parts:

Training Set: To train the model.

Validation Set: To tune hyperparameters.

Test Set: To evaluate final performance on unseen data.

6. Model Selection and Training
Choose an algorithm (e.g., Random Forest, SVM, or Neural Networks) based on the problem type and data size. During training, the algorithm ""learns"" by adjusting its internal weights to minimize the error between its predictions and the actual values.

7. Model Evaluation
The model is tested using metrics like Accuracy, Precision, Recall, or R-Squared. If the performance is poor, you might go back to step 3 or 6 to refine the approach.

8. Deployment and Monitoring
Once the model is accurate, it is deployed into a production environment (like a mobile app or web server). It must be continuously monitored because real-world data patterns can change over time (a concept known as Data Drift).","Pipeline, Data Wrangling, Feature Engineering, Training/Testing Split, Model Evaluation Metrics, Deployment, Iterative Process, Generalization."
T007,A-d,d ) what are the steps in data preprocessing,5,"Data preprocessing is the most critical phase of the Machine Learning pipeline. Since real-world data is often incomplete, inconsistent, and noisy, preprocessing transforms raw data into a clean, structured format that an algorithm can actually process.

1. Data Cleaning
This step involves fixing the ""errors"" in the dataset:

Handling Missing Values: You can either delete rows with missing data (if the dataset is large) or fill them using imputation (replacing missing values with the Mean, Median, or Mode).

Noisy Data: Smooth out ""noise"" using binning or regression to remove outliers that might skew the model's understanding.

2. Data Integration
Often, data is collected from multiple sources (different databases, files, or APIs). Data integration involves merging these sources into a single, unified dataset while ensuring that attributes like ""Customer_ID"" match across all tables.

3. Data Transformation
This step converts data into a format suitable for the model:

Normalization/Standardization: Scaling numerical values (e.g., 0 to 1) so that features with large ranges (like ""Salary"") don't dominate features with small ranges (like ""Age"").

Encoding: Converting categorical text (e.g., ""Red"", ""Blue"") into numbers (e.g., 0, 1) using techniques like One-Hot Encoding or Label Encoding.

4. Data Reduction
When dealing with massive datasets, reducing the volume of data without losing critical information is essential for efficiency:

Dimensionality Reduction: Using techniques like PCA to reduce the number of input variables.

Feature Selection: Keeping only the most relevant variables that contribute to the prediction.

5. Data Discretization
This involves replacing raw values of a continuous attribute with interval labels (e.g., converting ""Age"" in years to categories like ""Child,"" ""Teen,"" ""Adult""). This helps reduce complexity for certain algorithms.","Imputation, Outlier Handling, Feature Scaling, Normalization ($Z$-score), Encoding, Dimensionality Reduction, Quality Assurance, Noise Reduction, Data Consistency."
T007,A-e,"e )Explain naive bayes algorithm in detail , give example.",5,"Naive Bayes is a probabilistic supervised learning algorithm primarily used for classification tasks. it is based on the Bayes’ Theorem, which calculates the probability of an event based on prior knowledge of conditions related to that event.The ""Naive"" AssumptionThe algorithm is called ""Naive"" because it assumes that all features are independent of each other. For example, if we are identifying a fruit as an ""Apple,"" the algorithm assumes the red color, round shape, and 3-inch diameter contribute independently to the probability, even if they are actually related.Mathematical FoundationThe algorithm uses the following formula to predict the probability of a class ($C$) given the features ($X$):$$P(C|X) = \frac{P(X|C) \cdot P(C)}{P(X)}$$$P(C|X)$ (Posterior Probability): Probability of the class given the features.$P(X|C)$ (Likelihood): Probability of the features given the class.$P(C)$ (Class Prior Probability): Overall probability of the class occurring.$P(X)$ (Predictor Prior Probability): Overall probability of the features occurring.Real-World Example: Spam FilteringImagine we want to classify an email as Spam or Not Spam based on the word ""Offer.""Prior Probability $P(Spam)$: We know from history that 30% of all emails are spam.Likelihood $P(Offer | Spam)$: We find that 80% of spam emails contain the word ""Offer.""Predictor Probability $P(Offer)$: We see that ""Offer"" appears in 10% of all emails (spam or not).Calculation: The algorithm combines these values to calculate the probability that an email containing ""Offer"" is indeed spam. If $P(Spam|Offer) > P(Not Spam|Offer)$, it flags the email.Key AdvantagesExtremely Fast: Since it treats features independently, it is much faster to train than complex models like SVM or Neural Networks.Works with Small Data: It requires a relatively small amount of training data to estimate parameters.Multiclass Prediction: It handles multiple classes effortlessly.Types of Naive BayesGaussian: Assumes features follow a normal distribution (used for continuous data).Multinomial: Used for discrete counts (e.g., word frequency in text).Bernoulli: Used when features are binary (0 or 1), such as ""word exists"" or ""does not exist.""","Bayes' Theorem, Conditional Independence, Posterior Probability, Text Classification, Spam Filtering, Gaussian Distribution, High-Dimensional Efficiency, Probabilistic Model."
T007,B-a,a) write a note on random forest. Give example of it,5,"Random Forest is a powerful and versatile supervised machine learning algorithm used for both classification and regression tasks. It belongs to the Ensemble Learning family, which combines multiple models to achieve a more accurate and stable prediction.
+1

How it Works: The ""Forest"" Concept
Instead of relying on a single Decision Tree, Random Forest builds an entire ""forest"" of trees.

Bagging (Bootstrap Aggregating): The algorithm creates multiple subsets of the original data by sampling with replacement. Each subset is used to train a different decision tree.
+1

Feature Randomness: When splitting a node in a tree, the algorithm only considers a random subset of features rather than all available features. This ensures that the trees are diverse and not highly correlated.
+1

Voting/Averaging: * For Classification, the algorithm takes a ""majority vote""—the class chosen by the most trees becomes the final prediction.

For Regression, it takes the average of the outputs from all individual trees.

Key Advantages
Reduced Overfitting: By averaging the results of many trees, it neutralizes the tendency of individual decision trees to overfit their training data.

High Accuracy: It is one of the most accurate algorithms for diverse datasets.

Handles Missing Data: It can maintain accuracy even when a large portion of the data is missing.

Real-World Example: Banking (Loan Approval)
Imagine a bank wants to predict if a loan applicant will default.

Tree 1 might look at ""Credit Score"" and ""Income"" and say ""Approve.""

Tree 2 might look at ""Employment History"" and ""Debt"" and say ""Reject.""

Tree 3 might look at ""Collateral"" and ""Age"" and say ""Approve.""
In this scenario, because two out of three trees voted ""Approve,"" the Random Forest model finalizes the decision as ""Approve."" This collective intelligence is more reliable than any single tree's logic.","Ensemble Learning, Bagging, Bootstrap, Decision Trees, Majority Voting, Feature Randomness, Overfitting Prevention, Robustness, Classification and Regression."
T007,B-b,"b )write a note on SVM, explain types of SVM in detail.",5,"Support Vector Machine (SVM) is a powerful supervised learning algorithm used primarily for classification, though it can also handle regression. It is particularly effective for high-dimensional data and cases where the classes are separated by a clear margin.+1Core Concept: The Optimal HyperplaneThe fundamental goal of SVM is to find a hyperplane in an $N$-dimensional space (where $N$ is the number of features) that distinctly categorizes the data points.Support Vectors: These are the data points that are closest to the hyperplane. They are the most critical elements of the dataset because if they were removed, the position of the dividing line would change.+1Margin: This is the distance between the hyperplane and the nearest support vectors. SVM aims to maximize this margin to ensure the model is robust and generalizes well to new data.+1Types of SVM in DetailSVMs are categorized based on the nature of the decision boundary required to separate the data:1. Linear SVMLinear SVM is used when the data is linearly separable. This means you can separate the two classes with a single straight line.Hard Margin: This approach works when the data is perfectly clean. It allows no data points to cross the margin.Soft Margin: In real-world data where there might be some overlap or outliers, a soft margin is used. It allows some misclassifications to occur to find a more realistic and balanced boundary.+12. Non-Linear SVMWhen data points are distributed in a way that a straight line cannot separate them (e.g., one class forms a circle around another), we use Non-Linear SVM.The Kernel Trick: Instead of trying to find a complex curve in 2D, the algorithm uses a Kernel Function to project the data into a higher-dimensional space (e.g., from 2D to 3D). In this higher dimension, the data becomes linearly separable by a flat plane.+1Common Kernels:Polynomial Kernel: For curved boundaries.RBF (Radial Basis Function): The most common kernel; it maps data into infinite dimensions to find complex boundaries.3. Support Vector Regression (SVR)While traditionally a classifier, SVM can be adapted for regression. Instead of a line that separates classes, SVR tries to fit a line that keeps as many data points as possible within a certain distance (called Epsilon) from the line.","Hyperplane, Maximum Margin, Support Vectors, Linearly Separable, Kernel Trick, High-Dimensional Mapping, Soft Margin, RBF Kernel."
T007,B-c,c )explain different types of clustering algorithm.,5,"Clustering is the most common form of Unsupervised Learning. It involves grouping a set of data points such that points in the same group (called a cluster) are more similar to each other than to those in other groups.1. Centroid-based Clustering (K-Means)This is the most popular type of clustering. It organizes data into non-hierarchical clusters based on the distance of data points to a central point called the centroid.How it works: You specify the number of clusters ($K$). The algorithm iteratively assigns each data point to the nearest centroid and then recalculates the centroid based on the mean of the assigned points.Example: Segmenting customers into 3 groups based on their average spending.2. Hierarchical ClusteringThis approach builds a tree-like hierarchy of clusters. It does not require you to pre-specify the number of clusters.Agglomerative (Bottom-Up): Starts with each point as its own cluster and merges the closest pairs until only one cluster remains.Divisive (Top-Down): Starts with all points in one cluster and recursively splits them.Output: The result is visualized using a Dendrogram.3. Density-based Clustering (DBSCAN)Unlike K-Means, which assumes clusters are spherical, density-based algorithms find clusters of arbitrary shapes based on the density of data points.How it works: It groups points that are closely packed together and marks points in low-density regions as outliers (noise).Example: Identifying clusters of stars in a galaxy where the shapes are irregular and there is significant background noise.4. Distribution-based Clustering (GMM)This type assumes that the data is composed of a mixture of different probability distributions (usually Gaussian/Normal distributions).How it works: A point belongs to a cluster based on the probability that it was generated by that specific distribution. It allows for ""soft clustering,"" where a point can have a percentage of membership in multiple clusters.","K-Means: Centroids, Euclidean Distance, Pre-defined $K$, Spherical Clusters.Hierarchical: Dendrogram, Merging/Splitting, Agglomerative, Proximity Matrix.DBSCAN: Density, Core Points, Noise/Outliers, Arbitrary Shapes.Distribution: Gaussian Mixture Models (GMM), Probability, Soft Clustering."
T007,B-d,"d )what is Decision Tree, explain steps in making decision tree",5,"A Decision Tree is a non-parametric supervised learning algorithm used for both classification and regression. It mimics human decision-making by breaking down a complex dataset into smaller, manageable subsets based on a series of ""Yes/No"" or ""True/False"" questions.

Structure of a Decision Tree
Root Node: The very top node representing the entire dataset and the first split.

Decision (Internal) Nodes: Nodes where further sub-splits occur based on specific features.

Leaf (Terminal) Nodes: The final nodes that represent the output (a class label or a value). No further splitting happens here.

Branches: The paths connecting nodes, representing the outcome of a test.

Steps in Making a Decision Tree
The process of building a tree is known as Recursive Partitioning. Here are the standard steps:

1. Feature Selection (Choosing the Best Split)
The algorithm evaluates all available features to determine which one best separates the data. It uses mathematical criteria like:

Information Gain: Measures how much ""uncertainty"" (Entropy) is reduced.

Gini Impurity: Measures the probability of a random sample being classified incorrectly.

The feature with the highest Information Gain (or lowest Gini) is selected as the Root Node.

2. Splitting the Data
Based on the selected feature, the dataset is divided into subsets. For example, if the feature is ""Income > $50k,"" the data splits into two branches: one for ""True"" and one for ""False.""

3. Repeating the Process (Recursion)
The algorithm applies the same logic to each resulting sub-node. It looks at the remaining features and finds the next best split for that specific subset of data. This continues down the tree.

4. Stopping Criteria
The splitting process continues until one of the following conditions is met:

All data points in a node belong to the same class (Pure Node).

There are no more features left to split on.

The tree reaches a pre-defined Maximum Depth (to prevent overfitting).

5. Pruning (Post-Processing)
Often, a tree becomes too complex and starts ""memorizing"" noise (overfitting). Pruning is the process of removing branches that have little importance, making the tree simpler and better at predicting unseen data.","Recursive Partitioning, Entropy, Information Gain, Gini Index, Root Node, Leaf Node, Overfitting, Pruning, Feature Selection."
T008,1-a,a) write about inductive bias (2),2,"Inductive Bias (also known as learning bias) refers to the set of assumptions a machine learning algorithm uses to predict outputs for inputs it has never encountered before. Since the training data alone is insufficient to predict every possible future case, the algorithm must rely on these ""biases"" to prioritize certain solutions over others.","It is the necessary ""extra information"" that allows a model to generalize beyond training data. 2. Without inductive bias, an agent could only ""memorize"" and wouldn't be able to make predictions. 3. Examples include Occam’s Razor (preferring the simplest explanation) and Nearest Neighbor (assuming similar points have similar labels)."
T008,1-b,b )Define Hypothesis. (2),2,"In machine learning, a Hypothesis is a specific function or model that a learning algorithm uses to map inputs to the correct outputs. It represents a ""candidate"" explanation that the system tests against data to see how well it approximates the true, unknown target function.",It is a proposed mapping between input features and target labels; 2. The set of all possible hypotheses is called the Hypothesis Space; 3. The goal of learning is to find the hypothesis that minimizes prediction error.
T008,1-c,c )write about sampling theories. (2),2,"Sampling Theory is a branch of statistics used in machine learning to study the relationship between a population and the samples drawn from it. Its primary goal is to ensure that a smaller subset of data (the sample) accurately represents the characteristics of the entire dataset, allowing for valid generalizations and predictions while reducing computational costs.","Focuses on selecting a representative subset to estimate population parameters; 2. Aims to minimize sampling error and bias; 3. Common techniques include simple random sampling, stratified sampling, and cluster sampling."
T008,1-d,d )Define eager learning. (2),2,"Eager Learning is a machine learning approach where the system attempts to construct a generalized, input-independent model from the training data before receiving any new queries. Unlike lazy learning, it performs the heavy computational work during the training phase so that when a new instance arrives, it can be classified quickly using the pre-built model.",Builds a general model during the training phase; 2. Faster at making predictions but requires more time for training; 3. Decision Trees and Artificial Neural Networks are typical examples
T008,1-e,e )what is lazy learning. (2),2,"Lazy Learning is a machine learning approach where the system delays the processing of training data until a query is actually received. Instead of building a generalized model during a training phase, it simply stores the data and performs computation only when it needs to classify a new, unseen instance.",Also known as Instance-based learning; 2. No explicit training phase or generalized model is created; 3. k-Nearest Neighbors (k-NN) is the most common example.
T008,1-f,f )define term genetic. (2),2,"In Artificial Intelligence, the term Genetic refers to a class of optimization and search algorithms—known as Genetic Algorithms (GAs)—inspired by the process of natural selection and biological evolution.

These algorithms represent potential solutions as ""chromosomes"" (strings of data) and evolve them over generations using operators like crossover (combining parts of two solutions), mutation (randomly changing parts), and selection (keeping the fittest solutions).",Inspired by Darwin’s theory of natural evolution; 2. Uses biological operators like crossover and mutation; 3. Iteratively improves a population of solutions based on a fitness function.
T008,1-g,g)Discuss dynamic programming (2),2,"Dynamic Programming (DP) is an algorithmic technique used to solve complex problems by breaking them down into simpler overlapping subproblems. It improves efficiency by solving each subproblem only once and storing its result in a table (a process called memoization), which avoids redundant calculations.",Solves problems with overlapping subproblems and optimal substructure; 2. Stores previously computed results to save time; 3. Significantly reduces time complexity from exponential to linear or polynomial.
T008,1-h,h )Define explanation based learning. (2),2,"Explanation-Based Learning (EBL) is a type of machine learning that generalizes from a single training example rather than a large dataset. It uses a Domain Theory (pre-existing knowledge) to construct a logical explanation of why the example belongs to a certain concept, then converts that specific explanation into a general rule.",Learns from one example; 2. Requires background knowledge (Domain Theory); 3. Converts specific proofs into general rules.
